"x" "y" "altitude"
"433218" -48.4854892668328 -1.45390145345825 23
"106534" -48.1572358740938 -1.18627009857376 37
"118301" -48.257798018146 -1.19698462108657 18
"109115" -48.4276658947341 -1.18914352419859 16
"96610" -48.4196281161805 -1.17889467572374 21
"15463" -48.3709528010888 -1.10241448142023 25
"339645" -48.3173683915574 -1.37679863581274 22
"224487" -48.405744521183 -1.2839934087303 10
"73204" -48.3439854945367 -1.160482931647 8
"42212" -48.3568576158351 -1.13309633156808 34
"74950" -48.1757875208299 -1.16103247790662 26
"398389" -48.3599463613863 -1.42317443836741 11
"416258" -48.3167080022296 -1.43862447570661 22
"128541" -48.4152548843565 -1.20663508846614 13
"282292" -48.3199537059447 -1.32831065947343 12
"449661" -48.4389374930383 -1.49391004845285 18
"340818" -48.3912163695419 -1.37754450321882 27
"320774" -48.40628985656 -1.36010452773091 22
"221631" -48.4068567623653 -1.28176010502836 15
"21233" -48.3135105070724 -1.11018279980214 22
"178054" -48.384689639511 -1.24933859342044 19
"282928" -48.2910952081954 -1.32883752866724 21
"75818" -48.4158507754609 -1.16250512588958 21
"195220" -48.327514873278 -1.26240715025798 10
"320159" -48.2992470145555 -1.35956737419621 30
"360084" -48.3128067929697 -1.39253807364931 26
"128382" -48.3003790253754 -1.20624344626287 36
"446078" -48.4018242955902 -1.48611217933509 17
"272770" -48.2533676246822 -1.32097601702127 31
"424280" -48.3375812416364 -1.44591061589909 18
"448534" -48.4568604609015 -1.49185609362327 11
"201035" -48.4508554325337 -1.2670009105209 12
"30825" -48.3154427168609 -1.12121630993561 19
"6444" -48.4148122893007 -1.08113271823901 12
"142934" -48.2749315350546 -1.21962310541037 37
"416785" -48.3914255147243 -1.43899102930524 15
"328672" -48.265010213683 -1.36655027080189 39
"400595" -48.3889437230499 -1.42502313298352 6
"399640" -48.421413714925 -1.42422204092547 29
"310043" -48.3057774282235 -1.35091697985699 29
"235536" -48.2389705643779 -1.29247476727098 41
"72739" -48.4424918334966 -1.16029504917154 16
"300512" -48.3540693505554 -1.34259162962312 17
"278538" -48.2977583013351 -1.32549351591169 29
"96681" -48.3586745585249 -1.17865092056826 24
"35940" -48.3936840469788 -1.12701321508119 23
"352031" -48.334596743848 -1.38641863911654 24
"338267" -48.4367303445939 -1.37535975193857 18
"437254" -48.4743824978878 -1.45877706150297 11
"123554" -48.3181414560077 -1.2016529306042 33
"260877" -48.3349554370707 -1.31184896147782 10
"248143" -48.4431889571307 -1.30227984739053 17
"133143" -48.3569787197217 -1.21104740131566 22
"410714" -48.482736062416 -1.43378723004247 7
"419096" -48.3062299837702 -1.4408462985928 22
"296778" -48.2749899975944 -1.33943213540431 27
"244226" -48.5260301851972 -1.29975601037571 17
"213445" -48.3712052490072 -1.27543931778777 14
"442171" -48.4673339408383 -1.47455054767081 6
"190904" -48.2568328231125 -1.25919122493917 16
"52217" -48.4000514735524 -1.14335821533271 30
"115591" -48.2711182659042 -1.19462417277684 28
"399748" -48.330946512189 -1.42411833570857 23
"104184" -48.2262502547822 -1.18466506492071 23
"9002" -48.4007937432112 -1.08805671314336 19
"376589" -48.4625063098316 -1.40639167918268 13
"84534" -48.2218959716596 -1.16902196309133 17
"142820" -48.3511435088723 -1.21942044316116 9
"416467" -48.3733876873065 -1.4386908895754 14
"432619" -48.4814656451299 -1.45333829564296 17
"276045" -48.43326884325 -1.32419559159915 14
"442022" -48.4634028629343 -1.47398740677253 6
"122236" -48.2607079639221 -1.20033881158627 24
"361669" -48.4417053869258 -1.39421872154403 39
"46416" -48.3818353933644 -1.13770900001431 30
"428105" -48.4621812711029 -1.44968544162116 12
"371740" -48.484989955181 -1.40264533857787 4
"99113" -48.3018706079542 -1.18063084445441 28
"252442" -48.2555351400161 -1.30526947020626 35
"107572" -48.4069480231836 -1.18763437529341 25
"59043" -48.4226148247948 -1.1493838426113 14
"283232" -48.2565773277338 -1.32907843532342 33
"342262" -48.2609334113932 -1.37865400858388 35
"126615" -48.3811257731372 -1.2046471204009 42
"34845" -48.4238750420723 -1.1259788921271 12
"210391" -48.4629207081685 -1.27343713602035 24
"248466" -48.3579968064336 -1.30237757242347 15
"84827" -48.2668424083261 -1.16934566382536 9
"233800" -48.2564520916312 -1.29119058419125 30
"188162" -48.3189185269074 -1.25709181932277 22
"350329" -48.2843731474664 -1.38496478069567 32
"421490" -48.4907738065881 -1.44357242138819 6
"214835" -48.3921548460413 -1.27643833786102 24
"253091" -48.256991153689 -1.30589942920452 33
"238479" -48.2184362465197 -1.29468629391461 19
"253772" -48.2748594352981 -1.30653340780689 27
"408460" -48.2926437591118 -1.43161387983109 21
"34448" -48.2414284935161 -1.12526620629164 23
"413447" -48.3753331162865 -1.43617946482184 15
"433065" -48.3755907388418 -1.4534962217057 12
"268837" -48.2862512267983 -1.31794035032168 22
"59720" -48.388114113494 -1.14963157667681 13
"4182" -48.3823523300938 -1.07561181058749 20
"150607" -48.4241160895111 -1.22619517889746 16
"450071" -48.4701785903693 -1.49494405600334 19
"385030" -48.2474364674561 -1.41256943464655 17
"282010" -48.2688982186666 -1.32797509370061 34
"61269" -48.2049897533164 -1.15096495670692 21
"138303" -48.3175729452249 -1.21547697427932 34
"10410" -48.2433325730702 -1.09140679491032 11
"187241" -48.2162578952007 -1.25628547863461 29
"271718" -48.2285353802594 -1.32025008952732 33
"451256" -48.425632053805 -1.49726604820141 10
"136074" -48.2543133261798 -1.21345805521426 31
"52866" -48.4166999934921 -1.14393196589319 10
"392908" -48.3892281411206 -1.41887883943144 10
"113973" -48.2763914845179 -1.19309342720187 24
"129128" -48.1513888219249 -1.20664897283157 33
"125800" -48.1739683975178 -1.20332168025811 23
"429215" -48.4555196616461 -1.45051585999077 3
"266251" -48.4510837875992 -1.31630018679655 14
"303927" -48.5319514232983 -1.34585163166547 17
"305864" -48.4226068673198 -1.34741360006867 15
"300134" -48.445771123415 -1.34289297591976 14
"278967" -48.2696403893384 -1.32592791259611 26
"378401" -48.3975658850548 -1.40771619106875 17
"283254" -48.5451967838886 -1.32947744955412 18
"4286" -48.3953933255247 -1.07590235126599 17
"184614" -48.2972785374495 -1.25427655002244 20
"403426" -48.4547918881438 -1.42751142891005 21
"306771" -48.4121300936152 -1.34824033387803 15
"294957" -48.4450948020175 -1.33822011385372 24
"43381" -48.4288729410872 -1.13567392713707 12
"297651" -48.4613266732643 -1.34084404240202 9
"90974" -48.1873498880558 -1.17387427546325 33
"149613" -48.5470531809952 -1.22547346077364 18
"138306" -48.314104052177 -1.21599715973227 34
"361858" -48.2864438941398 -1.39404368664994 38
"279024" -48.2292228315811 -1.32583614412775 37
"344511" -48.3422063577689 -1.38078558972652 18
"201459" -48.4514101704476 -1.26728077496517 18
"235197" -48.244242472522 -1.29234090006358 26
"320759" -48.2443898038315 -1.35978421774729 28
"350290" -48.3128151581921 -1.38513706892041 24
"136614" -48.3634765805423 -1.21424572224535 20
"274732" -48.3939569594574 -1.32308362969969 6
"114064" -48.2051328969913 -1.19311453737301 27
"94521" -48.3661680083191 -1.17698229148483 36
"258110" -48.3447994617896 -1.30945759797914 11
"178225" -48.2341609524251 -1.24932299142904 28
"142204" -48.2626316733939 -1.21877271787617 22
"84232" -48.1608602788699 -1.16868122489132 18
"75409" -48.4224413028589 -1.16230171096452 16
"209408" -48.2487032015168 -1.27237804952858 38
"207750" -48.3810602311904 -1.27139959670268 8
"131102" -48.3669698868783 -1.20910212107229 29
"412067" -48.468703992063 -1.43504410141348 9
"202555" -48.5417406149104 -1.26820669602218 14
"161662" -48.5394118817631 -1.23580175319373 17
"338865" -48.2327734067841 -1.37568893518073 39
"377002" -48.3675964630187 -1.40656513220553 20
"419652" -48.3269025704344 -1.44156903589001 22
"149798" -48.3045221683919 -1.22523875520818 12
"323969" -48.4802443117002 -1.36311629229498 7
"390058" -48.409488589905 -1.41699318732635 38
"74295" -48.16170011597 -1.16114237877665 11
"134205" -48.1954959362413 -1.21172174640147 30
"16864" -48.2462336905996 -1.10453509266686 10
"417910" -48.4674648528079 -1.44019458602236 21
"273448" -48.2694601981643 -1.32155242570187 23
"316307" -48.313263321088 -1.35651100179409 18
"364325" -48.347489465948 -1.39606877609167 29
"2363" -48.3804140729015 -1.07086204500096 19
"436586" -48.4951986851108 -1.45782285629219 19
"443695" -48.461315984872 -1.47873339467636 4
"188110" -48.3727498696116 -1.25714692551172 2
"407866" -48.3863004374596 -1.43116471784961 14
"114012" -48.2543337241748 -1.19307134584892 17
"313390" -48.3482299296578 -1.35375692773667 11
"1581" -48.3357447446952 -1.06775108731526 10
"20911" -48.2289306483117 -1.10946187323283 15
"364944" -48.3123861219107 -1.396447558987 31
"318520" -48.3299105220136 -1.35834492696019 17
"373576" -48.4511306173555 -1.40386536713667 15
"340524" -48.3895516468821 -1.37726336635009 24
"201117" -48.3993792110887 -1.26694939098912 9
"458035" -48.4662682424839 -1.51644697310341 11
"101216" -48.3575612251403 -1.18228068060714 24
"235261" -48.4814950705316 -1.29272865149283 12
"255648" -48.2321559133955 -1.30796649768633 38
"382726" -48.2976626065921 -1.41095312177558 21
"375325" -48.4040901568012 -1.40520977665488 19
"29363" -48.2767391206773 -1.11950465397604 16
"398977" -48.4194717203543 -1.42366123720318 6
"7585" -48.4083479735901 -1.08469164020998 17
"22763" -48.356238234176 -1.11217664772015 30
"104735" -48.2960990979409 -1.18501388403356 18
"405339" -48.3351035018162 -1.42887108542287 16
"247790" -48.4595621045865 -1.30220341321625 18
"315435" -48.3518352106414 -1.35571594335467 17
"295264" -48.5336238935114 -1.33859069381706 17
"20055" -48.3271073382642 -1.10879877455915 22
"114810" -48.4163763934171 -1.19434664194699 13
"101615" -48.3306459341693 -1.18267368256736 16
"384858" -48.3821584207117 -1.41286586063219 24
"340923" -48.297700847001 -1.37743955897819 35
"285912" -48.2339339399205 -1.33100785673599 48
"189672" -48.376494836319 -1.25826791070138 13
"47815" -48.4086573164302 -1.13903681384243 17
"171172" -48.3458473769427 -1.24371354030949 13
"131763" -48.2523750801866 -1.20954629584906 35
"44503" -48.2821345361707 -1.13556811777235 22
"47088" -48.3505726726872 -1.13842503839193 22
"140308" -48.2759512786961 -1.21725030490606 41
"156045" -48.5491296298258 -1.23092242353342 23
"149865" -48.2579082352186 -1.22533074916987 24
"280173" -48.35103368609 -1.32694794556263 21
"158816" -48.3580670625849 -1.23311270985677 13
"53399" -48.2176199629081 -1.14402378025621 19
"337066" -48.4431143816699 -1.37424939626505 20
"105477" -48.3864156772144 -1.18593909520957 34
"99170" -48.2554559356243 -1.18050529805152 17
"134956" -48.1674738117295 -1.21253012994228 19
"264440" -48.4390136891246 -1.31475151764728 18
"277954" -48.4602324572365 -1.32538737826967 14
"226175" -48.2220537827246 -1.28491610093182 25
"270513" -48.2897179956138 -1.31948018291063 13
"263918" -48.2761277089207 -1.31401936835732 21
"4924" -48.3670900488026 -1.07727436595466 5
"389354" -48.3291525289698 -1.41563289291333 7
"448293" -48.441041672013 -1.49141865844456 9
"302931" -48.2284386842332 -1.34468557609531 26
"175690" -48.3552780469668 -1.24740974871346 12
"377769" -48.3166547978227 -1.40750415344349 17
"268310" -48.2499029771396 -1.31762092933418 29
"217346" -48.3961295870617 -1.27909576892586 28
"432745" -48.3861364924548 -1.45322923725268 14
"434397" -48.4913162655973 -1.45502527294777 20
"53085" -48.2102682287417 -1.14359770034538 11
"374085" -48.3116838029179 -1.40398739873948 17
"163894" -48.3564903418328 -1.23748673627271 19
"202054" -48.3143757384099 -1.26751372585804 22
"189163" -48.467375769435 -1.25807904011808 17
"87009" -48.3911466792964 -1.17114060084917 13
"362260" -48.2542559959407 -1.39428538005177 27
"207513" -48.2507856350084 -1.27098393871944 22
"6590" -48.3459992454606 -1.08116602100946 27
"366996" -48.3088691449046 -1.3983053911187 33
"214580" -48.3016955405158 -1.27606507510629 18
"92939" -48.4005769938221 -1.1756182856515 25
"35792" -48.2804781362346 -1.12662970048342 18
"109751" -48.3822498893605 -1.18970567619695 22
"280883" -48.2811079300789 -1.32715082049664 22
"254035" -48.4033624649502 -1.30689391865871 8
"175156" -48.5573015951616 -1.24727121921729 5
"214556" -48.3225062030062 -1.27608697489016 15
"421440" -48.2874967082702 -1.44305813614727 20
"169823" -48.5539754086088 -1.2427987192111 10
"391394" -48.4545842921547 -1.41797457685835 14
"124882" -48.1454561312451 -1.20250989536625 20
"164219" -48.259190190619 -1.23789928220223 15
"96787" -48.2507412629964 -1.17845263098743 24
"184181" -48.3832974854264 -1.25408529424266 21
"270862" -48.2494846314879 -1.31957534680846 40
"2475" -48.3720341045713 -1.0713016968453 16
"153407" -48.1985307426302 -1.22820107191389 32
"198077" -48.4102037491019 -1.2647258638415 14
"394507" -48.2356812144058 -1.42000246243048 21
"112266" -48.36643150365 -1.19178523684748 36
"329607" -48.4750359161565 -1.36776612879066 12
"332814" -48.2341668512894 -1.37038452287855 32
"444428" -48.4149663690151 -1.48091398593586 10
"288247" -48.2867899025156 -1.33288229605045 30
"396061" -48.4397330384578 -1.42144948581665 29
"62130" -48.233010870631 -1.15143930247128 20
"15099" -48.4181243271401 -1.10189743765832 10
"20322" -48.3104592169927 -1.10934215546385 20
"327608" -48.4622716372142 -1.36616977529136 16
"375970" -48.4342688958476 -1.40608128396508 18
"308719" -48.4742909979855 -1.35019147817044 9
"32910" -48.342909020886 -1.12413420236253 27
"131220" -48.2595899838767 -1.20849861757978 26
"64406" -48.3198523184253 -1.15347786611311 19
"166465" -48.5368823153628 -1.24026872409873 19
"450761" -48.459353121259 -1.49632805144512 20
"321631" -48.240004848065 -1.36061697266907 40
"216061" -48.3663470716946 -1.27752903548213 19
"258153" -48.3066544273602 -1.30986346869936 12
"341885" -48.3118516480634 -1.37829352638521 47
"82837" -48.180836167943 -1.16786373323314 42
"92408" -48.2479700863082 -1.17505210413276 18
"383029" -48.2926675205347 -1.41122655231423 22
"340184" -48.4028720730621 -1.37713836862036 25
"222464" -48.3778579071866 -1.28242861591064 22
"190129" -48.301158818848 -1.25846979952864 14
"210285" -48.2988314278233 -1.27308305543968 25
"218166" -48.287937489052 -1.27928214950856 17
"310412" -48.2932533586896 -1.35129395334075 18
"126952" -48.303016325801 -1.20484967187959 22
"226586" -48.4774086101003 -1.2857415554078 15
"189718" -48.3395894608981 -1.25823027157354 19
"170216" -48.4254873015676 -1.24309471478173 14
"144957" -48.5519132386526 -1.22170689644005 7
"393356" -48.3192975134458 -1.41907759266967 15
"206418" -48.3574746081427 -1.27053751268129 22
"127423" -48.3464399902841 -1.20545119996605 18
"38046" -48.4496230310295 -1.12935346841591 7
"119525" -48.1759307590444 -1.19801794710656 25
"148748" -48.4407675124061 -1.22453538688202 15
"378548" -48.2756062951146 -1.40771555513149 34
"304547" -48.4581295639714 -1.34633391982047 9
"348716" -48.4333908906091 -1.38401476954291 19
"44533" -48.2606320153245 -1.13554767472041 20
"219215" -48.5442270671407 -1.28010873193929 11
"428266" -48.4375035704409 -1.4489699203436 23
"240741" -48.3244273003615 -1.29647689587002 11
"249855" -48.3918497488721 -1.30353028682004 5
"240783" -48.2868754194588 -1.29652974410346 25
"281841" -48.4001492072496 -1.32811763403528 16
"266350" -48.3885067764267 -1.3160953370891 8
"298234" -48.2603751158788 -1.34062590189165 23
"78624" -48.2585232253139 -1.1647853708731 22
"39088" -48.3202901243382 -1.13015792575459 16
"441703" -48.4250590485636 -1.4728258633732 9
"309585" -48.245704484665 -1.35043025113372 41
"448702" -48.398857095613 -1.49206712348793 17
"193223" -48.4423507628118 -1.26140621227602 9
"226831" -48.2670018358296 -1.28552347515639 31
"274673" -48.4535944088483 -1.3229863840497 6
"42385" -48.4383530581027 -1.13375662026189 7
"348724" -48.4239552752934 -1.38414412288427 15
"300166" -48.3163868351255 -1.342215128267 27
"410988" -48.482735757091 -1.4340665510328 4
"127113" -48.4028150960836 -1.20555249043104 13
"343638" -48.3980125208573 -1.38006571180947 21
"374364" -48.3443685313211 -1.40406491372232 27
"195474" -48.4007708539018 -1.26276124202053 13
"323657" -48.4717951534639 -1.36383790181529 24
"438806" -48.4682732005794 -1.46198230742336 12
"297152" -48.4520306008367 -1.34018258268532 32
"417349" -48.437770244126 -1.43960254501956 15
"158990" -48.5548163068066 -1.23372105055022 12
"72284" -48.2281012350208 -1.15981242317501 19
"112544" -48.3828026135364 -1.19208025255713 26
"118199" -48.4102689996022 -1.19713391232537 21
"40368" -48.3251445788887 -1.13141922326552 18
"341334" -48.362078107698 -1.37807078961508 20
"439565" -48.5040727999589 -1.46425727316713 9
"95100" -48.3103959309654 -1.17730106265255 16
"174195" -48.2442914319142 -1.24612213203807 33
"18597" -48.3789953367104 -1.10716970674897 33
"337069" -48.4422818348844 -1.374248498699 19
"359201" -48.4236691414645 -1.39210410323215 19
"426166" -48.2887401058677 -1.44752807515868 23
"130484" -48.2751278400484 -1.20831266279117 46
"203476" -48.2353893350254 -1.26845399510014 31
"41610" -48.4306765335326 -1.13300494175947 10
"340356" -48.2699534545856 -1.37684916279411 48
"345226" -48.3499759058316 -1.38107361634677 27
"154194" -48.3026685542183 -1.22905372352511 8
"47426" -48.2948949041191 -1.13837297177357 9
"294910" -48.470903011465 -1.33889879085631 20
"439679" -48.4753821939138 -1.46446932969166 9
"346764" -48.4747427278407 -1.38266286973758 7
"156906" -48.375411276874 -1.23159384933294 40
"179615" -48.3977303176906 -1.25074814847142 11
"150449" -48.2748328480467 -1.22576705582332 27
"299590" -48.2312859924026 -1.34175655184881 35
"447712" -48.396639234886 -1.49010936551403 10
"13106" -48.3995363224719 -1.09825020644461 12
"102481" -48.4199938923883 -1.18345704922467 33
"327596" -48.4727480918578 -1.3661110647078 21
"257577" -48.469128586562 -1.30989436602113 11
"125180" -48.4052751064647 -1.20270904693439 15
"340081" -48.2352696575461 -1.37652964582665 36
"203926" -48.417137025285 -1.26892243123302 20
"56933" -48.2602049985944 -1.14699740895233 18
"52233" -48.3889523761564 -1.14320842017177 22
"205660" -48.377731969066 -1.26979022804906 19
"129527" -48.3159160993076 -1.20737606348121 30
"437004" -48.4402467689161 -1.45845891022503 11
"86720" -48.3062402053795 -1.17078043243054 16
"11827" -48.3412701334672 -1.09512638232394 22
"231595" -48.4723394008994 -1.29040513001685 11
"373969" -48.4107516627004 -1.40409999893162 22
"335702" -48.4766953931785 -1.37316807584052 22
"1378" -48.3475095528081 -1.06725860813105 8
"391555" -48.3320637139931 -1.41783566017138 16
"180048" -48.5550776426807 -1.25131952678424 19
"138256" -48.3758429852569 -1.21567428103116 27
"101839" -48.4322963576514 -1.18309613193031 15
"258182" -48.2886184972524 -1.30984388182062 32
"326705" -48.3903971751467 -1.36525434787171 22
"448929" -48.3952490101348 -1.49234212698121 18
"143497" -48.3024464568543 -1.21993030336929 7
"261510" -48.4235448196937 -1.31267558967672 10
"114509" -48.4061098133216 -1.19377829318017 9
"426073" -48.3734464022626 -1.44797759109227 19
"322431" -48.3736120642016 -1.3618145495121 22
"375815" -48.2951716657688 -1.40536461766463 18
"251170" -48.4582644375864 -1.30480904781496 14
"134753" -48.1780166743416 -1.2122619678628 52
"90082" -48.3571529111686 -1.17390146796518 22
"403239" -48.3864436157612 -1.42725467949028 17
"282146" -48.4328944649653 -1.32843141325952 11
"315567" -48.3707605819152 -1.3555691354718 17
"234687" -48.4001863712954 -1.29208752468725 27
"139133" -48.5356829877136 -1.21652429472991 24
"79686" -48.400308774887 -1.16556309946886 22
"362844" -48.3365297976436 -1.39479949942851 21
"183977" -48.2603202479318 -1.25412613910901 21
"350163" -48.4267293499492 -1.38512473786647 14
"229906" -48.5403338428384 -1.28831739063219 17
"196126" -48.4626529994559 -1.26338144816874 18
"148712" -48.5420585653627 -1.22463084712505 20
"374792" -48.4577899278989 -1.40498993129252 7
"217056" -48.3315681118589 -1.27842385858813 16
"189422" -48.2673084008136 -1.25787575797531 28
"16960" -48.3590193661612 -1.10491749659017 38
"443509" -48.3750998014273 -1.47788763531986 21
"241377" -48.3871390231002 -1.29700835537321 27
"47681" -48.3166752631554 -1.1386727532202 16
"323609" -48.2866456895943 -1.3628765486038 28
"426592" -48.4609616077855 -1.44837127688554 18
"455149" -48.4614239913849 -1.50554791252129 25
"249644" -48.2714224833266 -1.3031225067778 34
"457461" -48.4798155254467 -1.51355796335124 18
"147738" -48.3702855943019 -1.22362879876294 20
"311820" -48.2783054373384 -1.35228252562244 54
"163111" -48.2945217977887 -1.23667906725229 15
"431329" -48.4180521081943 -1.4521489714725 20
"426925" -48.4555218455435 -1.44856065465659 8
"351977" -48.3925941400608 -1.38648367469845 20
"315891" -48.3890885887068 -1.35637513830727 11
"126557" -48.1549975982105 -1.20455842793768 29
"323036" -48.3665354828061 -1.36215589407199 13
"395919" -48.2834991198121 -1.42099047305834 15
"388532" -48.4111552733213 -1.4155519839641 39
"229392" -48.3452478005273 -1.28756165083036 15
"125292" -48.2787399582835 -1.20314970364571 34
"20929" -48.4182061505844 -1.11041639737258 15
"368296" -48.3154351726264 -1.3993835512067 19
"367374" -48.2574422704152 -1.39833854503796 34
"45027" -48.2593829672244 -1.13610502540303 22
"53571" -48.3204158403832 -1.14426197202342 26
"261558" -48.3725080519982 -1.31272684877602 13
"250352" -48.5292173738222 -1.30422845636435 13
"165971" -48.4179985528446 -1.23931669935397 19
"446468" -48.4366058931501 -1.48736344882325 17
"244349" -48.3843616858401 -1.29933296600808 14
"447138" -48.3899801022074 -1.48898422763011 17
"194501" -48.4343487660662 -1.26209655758065 31
"156579" -48.4173123037506 -1.23156524498196 19
"414783" -48.4613623242625 -1.43739458316726 19
"225332" -48.3402562760844 -1.28448422108472 11
"20876" -48.2632916946404 -1.10985714172209 22
"214441" -48.4071398696351 -1.27617429211116 28
"77668" -48.2190079262466 -1.16363331697855 34
"126114" -48.326740718081 -1.20403535982265 15
"410811" -48.4161302878593 -1.43371251363877 16
"456514" -48.4698848207719 -1.5090492950875 12
"316004" -48.2980023810406 -1.35593532919354 33
"87637" -48.1670999230328 -1.17120081617914 23
"410853" -48.3886564261198 -1.43368112624366 14
"138690" -48.282306998027 -1.21541353663868 36
"360146" -48.2740977387952 -1.39249331575838 28
"2725" -48.3460072199669 -1.07194940300692 17
"153869" -48.2906454531268 -1.22857600253774 10
"224118" -48.4562503361436 -1.28376520355861 18
"382979" -48.3440035721292 -1.41128615466154 18
"95611" -48.4552407121784 -1.1779035254154 14
"257808" -48.2903091252955 -1.30932524980482 29
"63722" -48.3159683414624 -1.15291560995471 20
"371049" -48.2670115297913 -1.40156142277378 26
"290143" -48.2591799777054 -1.33410822710313 20
"211416" -48.3004028016479 -1.27401564919095 20
"36531" -48.2907431717915 -1.12747716922687 13
"2979" -48.345451812452 -1.07250750122628 17
"6051" -48.3810997690967 -1.08021917149714 20
"75890" -48.3697887530781 -1.16246229364952 25
"323134" -48.2805143223578 -1.36205968379113 39
"115966" -48.2571990856992 -1.1947498501245 21
"213331" -48.3802929702868 -1.27551847448233 8
"423355" -48.2761636359078 -1.44499942333135 22
"307216" -48.2787260028436 -1.34837314015302 36
"448558" -48.4407634968601 -1.49197695695221 12
"456168" -48.4636415298358 -1.5079247060436 19
"248365" -48.4401912391568 -1.30290989143012 26
"293684" -48.2709694126689 -1.33691416421679 32
"232753" -48.2241290329228 -1.290154554058 24
"151096" -48.3874869631855 -1.22643873295949 9
"302881" -48.3252431201364 -1.34444522658922 17
"275605" -48.2320003974482 -1.32318625754333 32
"272468" -48.5380811550061 -1.3216955376947 21
"167401" -48.303952051788 -1.24031939413898 25
"88399" -48.4506323011783 -1.1724177300478 20
"283368" -48.4081955974329 -1.32924336524439 18
"174580" -48.3930170907926 -1.24655390798832 14
"456925" -48.4637772220003 -1.51057837743676 21
"406473" -48.4819074339951 -1.43015513749154 1
"27242" -48.2349457508599 -1.11733086964699 17
"257669" -48.4098808510803 -1.30969375271545 10
"27189" -48.277435195924 -1.11685218477463 11
"299008" -48.4548599740776 -1.34141453299872 17
"72050" -48.4240389504066 -1.1599988796192 15
"175362" -48.3412654686415 -1.24720002495535 15
"71912" -48.2268995218444 -1.15925270976342 29
"9464" -48.3920521737516 -1.08930597435716 9
"381051" -48.2549319450944 -1.40950639299909 31
"405773" -48.3647955206332 -1.42946416746054 19
"95535" -48.2327080810821 -1.17741067307321 28
"342137" -48.3543999616349 -1.37871389815131 31
"43222" -48.2804708553074 -1.13444943581202 21
"170321" -48.3050593847174 -1.24283406828247 17
"431414" -48.3624106951606 -1.45208428631339 19
"215054" -48.5314639936278 -1.27685614015725 15
"202272" -48.4342043876632 -1.2678222913216 14
"221437" -48.2941980340292 -1.2815496396984 14
"205144" -48.4629242556508 -1.26980601405273 15
"173133" -48.4392210725562 -1.245621973276 13
"394173" -48.241601227804 -1.41954413929197 29
"141006" -48.1999980886317 -1.21782355605638 29
"119622" -48.3673690129668 -1.19800048264617 35
"263110" -48.3310688809159 -1.3135205170073 19
"268715" -48.3940546985706 -1.31805629540928 9
"371934" -48.2896254952614 -1.40228608328172 30
"222346" -48.4615243848075 -1.28237389661685 15
"79700" -48.3840760644254 -1.16554796145496 17
"433425" -48.3246683402636 -1.45371534194321 19
"213105" -48.3839699411798 -1.27531276634942 16
"437682" -48.4419108155606 -1.45943840870785 8
"108839" -48.3969574600846 -1.18874212957 6
"288488" -48.3368751914452 -1.33307699839874 6
"85660" -48.387262705821 -1.17029905479803 6
"330131" -48.3165338548464 -1.36829115133352 27
"412542" -48.3034619446663 -1.43497809344045 14
"156679" -48.2975795826033 -1.23109659812397 22
"82393" -48.4605222406647 -1.16785296576936 7
"133049" -48.1705276288362 -1.21057859468384 38
"102518" -48.3883604146335 -1.18342723443011 17
"142715" -48.2361628390504 -1.21838244679546 24
"404112" -48.36118987582 -1.42778423090062 22
"10821" -48.3529258862834 -1.09262313356459 30
"27053" -48.402572275366 -1.11696625615873 19
"31469" -48.3178000321426 -1.1224287217398 23
"285248" -48.3449249444456 -1.3306652305696 13
"343157" -48.2918714976553 -1.37938784612773 54
"130923" -48.2862258719068 -1.20874276796238 40
"12125" -48.3757215199583 -1.09618105505327 13
"410876" -48.3533203514697 -1.43382646411185 19
"35174" -48.3745389036808 -1.12615800355116 29
"3071" -48.3430466531979 -1.07306398123669 12
"439093" -48.4924177439701 -1.46284756008402 12
"138947" -48.323121815651 -1.21604109180175 23
"274449" -48.3496509887508 -1.32247778060011 14
"425138" -48.3398002730624 -1.44675110427452 20
"261350" -48.2617014152695 -1.31204858175161 30
"169205" -48.5398221041261 -1.2423664814444 10
"182721" -48.3250274921284 -1.25267251070587 12
"30130" -48.4284673376705 -1.12080642913254 11
"207606" -48.5160665353241 -1.27160379115486 19
"209755" -48.2495352870518 -1.27265821214991 42
"13143" -48.3699389960462 -1.09831722300098 14
"92075" -48.3264913974094 -1.17480306976572 14
"353476" -48.3745551489115 -1.38758079021613 17
"187789" -48.3650727471524 -1.2571391348614 10
"200848" -48.333060158621 -1.26660221050232 15
"210365" -48.5137056776133 -1.2736266323963 18
"211436" -48.2858820182313 -1.27381410042224 30
"440258" -48.4566118866889 -1.46643808666929 5
"1381" -48.3460115409054 -1.06692215656285 21
"343254" -48.4765495801881 -1.3798716033728 12
"455997" -48.4593955876305 -1.50761247292033 12
"185415" -48.4140980737034 -1.25523334787904 17
"154606" -48.2011781750557 -1.22906702551218 32
"22567" -48.3570708902957 -1.11189810466825 29
"171940" -48.3547262044868 -1.24428110423621 8
"456005" -48.4560096282653 -1.50763642366325 12
"189977" -48.4201997134957 -1.25859111297733 19
"47134" -48.3172998125338 -1.13839405364457 15
"359414" -48.2696587135169 -1.39192959509919 33
"21239" -48.3107359182084 -1.11018025940473 24
"127929" -48.2701359410826 -1.20593378648964 47
"160596" -48.4457526714714 -1.23487478112209 11
"436570" -48.2759639333054 -1.45728727805736 13
