"x" "y" "jan" "fev" "mar" "abr" "mai" "jun" "jul" "ago" "set" "out" "nov" "dez"
"V30" -1.11277665115 -48.2764269866 342.48998355875 396.374715805063 467.310081481938 462.358386993437 347.343300819438 189.429388522994 181.099814351467 142.592292308825 84.5293147563937 75.380829811075 73.3473724127 223.143339157012
"V31" -1.11277665115 -48.2667749867 342.48998355875 396.374715805063 467.310081481938 462.358386993437 347.343300819438 189.429388522994 181.099814351467 142.592292308825 84.5293147563937 75.380829811075 73.3473724127 223.143339157012
"V32" -1.11277665115 -48.2571229868 342.48998355875 396.374715805063 467.310081481938 462.358386993437 347.343300819438 189.429388522994 181.099814351467 142.592292308825 84.5293147563937 75.380829811075 73.3473724127 223.143339157012
"V33" -1.11277665115 -48.2474709869 343.16982173925 396.782333374062 458.152341842563 455.502649307187 346.478347778375 185.716079711938 181.69299112964 145.3733959199 84.9302647114125 74.3112351894062 74.48219692705 221.796726465219
"V34" -1.11277665115 -48.237818987 343.16982173925 396.782333374062 458.152341842563 455.502649307187 346.478347778375 185.716079711938 181.69299112964 145.3733959199 84.9302647114125 74.3112351894062 74.48219692705 221.796726465219
"V35" -1.11277665115 -48.2281669871 343.16982173925 396.782333374062 458.152341842563 455.502649307187 346.478347778375 185.716079711938 181.69299112964 145.3733959199 84.9302647114125 74.3112351894062 74.48219692705 221.796726465219
"V36" -1.12242865105 -48.4598149847 327.527317047125 390.095659255938 440.53800582875 491.514999389687 359.659591674875 190.962908267931 173.455699666327 134.329723835012 84.0460064410688 72.3711383343188 63.4804074764062 215.617217063856
"V37" -1.12242865105 -48.4501629848 327.527317047125 390.095659255938 440.53800582875 491.514999389687 359.659591674875 190.962908267931 173.455699666327 134.329723835012 84.0460064410688 72.3711383343188 63.4804074764062 215.617217063856
"V38" -1.12242865105 -48.4405109849 331.88488006575 384.095978736875 446.72477722175 484.75984001175 355.26496887225 191.1280021667 174.334236653767 136.882332801906 78.365180492425 74.8496634959812 67.6515951157063 230.0249581338
"V39" -1.12242865105 -48.430858985 331.88488006575 384.095978736875 446.72477722175 484.75984001175 355.26496887225 191.1280021667 174.334236653767 136.882332801906 78.365180492425 74.8496634959812 67.6515951157063 230.0249581338
"V40" -1.12242865105 -48.4212069851 331.88488006575 384.095978736875 446.72477722175 484.75984001175 355.26496887225 191.1280021667 174.334236653767 136.882332801906 78.365180492425 74.8496634959812 67.6515951157063 230.0249581338
"V41" -1.12242865105 -48.4115549852 331.88488006575 384.095978736875 446.72477722175 484.75984001175 355.26496887225 191.1280021667 174.334236653767 136.882332801906 78.365180492425 74.8496634959812 67.6515951157063 230.0249581338
"V42" -1.12242865105 -48.4019029853 331.88488006575 384.095978736875 446.72477722175 484.75984001175 355.26496887225 191.1280021667 174.334236653767 136.882332801906 78.365180492425 74.8496634959812 67.6515951157063 230.0249581338
"V43" -1.12242865105 -48.3922509854 328.804540634188 381.642400741625 434.547418594375 478.806663513125 354.073176384 186.066875457781 174.235000864693 138.382017135631 78.3297703266375 72.5719713568875 65.0568655729375 222.866007328113
"V44" -1.12242865105 -48.3825989855 328.804540634188 381.642400741625 434.547418594375 478.806663513125 354.073176384 186.066875457781 174.235000864693 138.382017135631 78.3297703266375 72.5719713568875 65.0568655729375 222.866007328113
"V45" -1.12242865105 -48.3729469856 328.804540634188 381.642400741625 434.547418594375 478.806663513125 354.073176384 186.066875457781 174.235000864693 138.382017135631 78.3297703266375 72.5719713568875 65.0568655729375 222.866007328113
"V46" -1.12242865105 -48.3632949857 328.804540634188 381.642400741625 434.547418594375 478.806663513125 354.073176384 186.066875457781 174.235000864693 138.382017135631 78.3297703266375 72.5719713568875 65.0568655729375 222.866007328113
"V47" -1.12242865105 -48.3536429858 328.804540634188 381.642400741625 434.547418594375 478.806663513125 354.073176384 186.066875457781 174.235000864693 138.382017135631 78.3297703266375 72.5719713568875 65.0568655729375 222.866007328113
"V48" -1.12242865105 -48.3439909859 340.19902610775 389.855724334813 455.608133316062 468.054542541438 345.666170120313 185.591108799075 175.158648172947 139.210411548544 82.209718704225 74.8528650999063 69.348599553075 227.023631811081
"V49" -1.12242865105 -48.334338986 340.19902610775 389.855724334813 455.608133316062 468.054542541438 345.666170120313 185.591108799075 175.158648172947 139.210411548544 82.209718704225 74.8528650999063 69.348599553075 227.023631811081
"V50" -1.12242865105 -48.3246869861 340.19902610775 389.855724334813 455.608133316062 468.054542541438 345.666170120313 185.591108799075 175.158648172947 139.210411548544 82.209718704225 74.8528650999063 69.348599553075 227.023631811081
"V51" -1.12242865105 -48.3150349862 340.19902610775 389.855724334813 455.608133316062 468.054542541438 345.666170120313 185.591108799075 175.158648172947 139.210411548544 82.209718704225 74.8528650999063 69.348599553075 227.023631811081
"V52" -1.12242865105 -48.3053829863 340.19902610775 389.855724334813 455.608133316062 468.054542541438 345.666170120313 185.591108799075 175.158648172947 139.210411548544 82.209718704225 74.8528650999063 69.348599553075 227.023631811081
"V53" -1.12242865105 -48.2957309864 342.48998355875 396.374715805063 467.310081481938 462.358386993437 347.343300819438 189.429388522994 181.099814351467 142.592292308825 84.5293147563937 75.380829811075 73.3473724127 223.143339157012
"V54" -1.12242865105 -48.2860789865 342.48998355875 396.374715805063 467.310081481938 462.358386993437 347.343300819438 189.429388522994 181.099814351467 142.592292308825 84.5293147563937 75.380829811075 73.3473724127 223.143339157012
"V55" -1.12242865105 -48.2764269866 342.48998355875 396.374715805063 467.310081481938 462.358386993437 347.343300819438 189.429388522994 181.099814351467 142.592292308825 84.5293147563937 75.380829811075 73.3473724127 223.143339157012
"V56" -1.12242865105 -48.2667749867 342.48998355875 396.374715805063 467.310081481938 462.358386993437 347.343300819438 189.429388522994 181.099814351467 142.592292308825 84.5293147563937 75.380829811075 73.3473724127 223.143339157012
"V57" -1.12242865105 -48.2571229868 342.48998355875 396.374715805063 467.310081481938 462.358386993437 347.343300819438 189.429388522994 181.099814351467 142.592292308825 84.5293147563937 75.380829811075 73.3473724127 223.143339157012
"V58" -1.12242865105 -48.2474709869 343.16982173925 396.782333374062 458.152341842563 455.502649307187 346.478347778375 185.716079711938 181.69299112964 145.3733959199 84.9302647114125 74.3112351894062 74.48219692705 221.796726465219
"V59" -1.12242865105 -48.237818987 343.16982173925 396.782333374062 458.152341842563 455.502649307187 346.478347778375 185.716079711938 181.69299112964 145.3733959199 84.9302647114125 74.3112351894062 74.48219692705 221.796726465219
"V60" -1.12242865105 -48.2281669871 343.16982173925 396.782333374062 458.152341842563 455.502649307187 346.478347778375 185.716079711938 181.69299112964 145.3733959199 84.9302647114125 74.3112351894062 74.48219692705 221.796726465219
"V61" -1.13208065095 -48.4598149847 327.527317047125 390.095659255938 440.53800582875 491.514999389687 359.659591674875 190.962908267931 173.455699666327 134.329723835012 84.0460064410688 72.3711383343188 63.4804074764062 215.617217063856
"V62" -1.13208065095 -48.4501629848 327.527317047125 390.095659255938 440.53800582875 491.514999389687 359.659591674875 190.962908267931 173.455699666327 134.329723835012 84.0460064410688 72.3711383343188 63.4804074764062 215.617217063856
"V63" -1.13208065095 -48.4405109849 331.88488006575 384.095978736875 446.72477722175 484.75984001175 355.26496887225 191.1280021667 174.334236653767 136.882332801906 78.365180492425 74.8496634959812 67.6515951157063 230.0249581338
"V64" -1.13208065095 -48.430858985 331.88488006575 384.095978736875 446.72477722175 484.75984001175 355.26496887225 191.1280021667 174.334236653767 136.882332801906 78.365180492425 74.8496634959812 67.6515951157063 230.0249581338
"V65" -1.13208065095 -48.4212069851 331.88488006575 384.095978736875 446.72477722175 484.75984001175 355.26496887225 191.1280021667 174.334236653767 136.882332801906 78.365180492425 74.8496634959812 67.6515951157063 230.0249581338
"V66" -1.13208065095 -48.4115549852 331.88488006575 384.095978736875 446.72477722175 484.75984001175 355.26496887225 191.1280021667 174.334236653767 136.882332801906 78.365180492425 74.8496634959812 67.6515951157063 230.0249581338
"V67" -1.13208065095 -48.4019029853 331.88488006575 384.095978736875 446.72477722175 484.75984001175 355.26496887225 191.1280021667 174.334236653767 136.882332801906 78.365180492425 74.8496634959812 67.6515951157063 230.0249581338
"V68" -1.13208065095 -48.3922509854 328.804540634188 381.642400741625 434.547418594375 478.806663513125 354.073176384 186.066875457781 174.235000864693 138.382017135631 78.3297703266375 72.5719713568875 65.0568655729375 222.866007328113
"V69" -1.13208065095 -48.3825989855 328.804540634188 381.642400741625 434.547418594375 478.806663513125 354.073176384 186.066875457781 174.235000864693 138.382017135631 78.3297703266375 72.5719713568875 65.0568655729375 222.866007328113
"V70" -1.13208065095 -48.3729469856 328.804540634188 381.642400741625 434.547418594375 478.806663513125 354.073176384 186.066875457781 174.235000864693 138.382017135631 78.3297703266375 72.5719713568875 65.0568655729375 222.866007328113
"V71" -1.13208065095 -48.3632949857 328.804540634188 381.642400741625 434.547418594375 478.806663513125 354.073176384 186.066875457781 174.235000864693 138.382017135631 78.3297703266375 72.5719713568875 65.0568655729375 222.866007328113
"V72" -1.13208065095 -48.3536429858 328.804540634188 381.642400741625 434.547418594375 478.806663513125 354.073176384 186.066875457781 174.235000864693 138.382017135631 78.3297703266375 72.5719713568875 65.0568655729375 222.866007328113
"V73" -1.13208065095 -48.3439909859 340.19902610775 389.855724334813 455.608133316062 468.054542541438 345.666170120313 185.591108799075 175.158648172947 139.210411548544 82.209718704225 74.8528650999063 69.348599553075 227.023631811081
"V74" -1.13208065095 -48.334338986 340.19902610775 389.855724334813 455.608133316062 468.054542541438 345.666170120313 185.591108799075 175.158648172947 139.210411548544 82.209718704225 74.8528650999063 69.348599553075 227.023631811081
"V75" -1.13208065095 -48.3246869861 340.19902610775 389.855724334813 455.608133316062 468.054542541438 345.666170120313 185.591108799075 175.158648172947 139.210411548544 82.209718704225 74.8528650999063 69.348599553075 227.023631811081
"V76" -1.13208065095 -48.3150349862 340.19902610775 389.855724334813 455.608133316062 468.054542541438 345.666170120313 185.591108799075 175.158648172947 139.210411548544 82.209718704225 74.8528650999063 69.348599553075 227.023631811081
"V77" -1.13208065095 -48.3053829863 340.19902610775 389.855724334813 455.608133316062 468.054542541438 345.666170120313 185.591108799075 175.158648172947 139.210411548544 82.209718704225 74.8528650999063 69.348599553075 227.023631811081
"V78" -1.13208065095 -48.2957309864 342.48998355875 396.374715805063 467.310081481938 462.358386993437 347.343300819438 189.429388522994 181.099814351467 142.592292308825 84.5293147563937 75.380829811075 73.3473724127 223.143339157012
"V79" -1.13208065095 -48.2860789865 342.48998355875 396.374715805063 467.310081481938 462.358386993437 347.343300819438 189.429388522994 181.099814351467 142.592292308825 84.5293147563937 75.380829811075 73.3473724127 223.143339157012
"V80" -1.13208065095 -48.2764269866 342.48998355875 396.374715805063 467.310081481938 462.358386993437 347.343300819438 189.429388522994 181.099814351467 142.592292308825 84.5293147563937 75.380829811075 73.3473724127 223.143339157012
"V81" -1.13208065095 -48.2667749867 342.48998355875 396.374715805063 467.310081481938 462.358386993437 347.343300819438 189.429388522994 181.099814351467 142.592292308825 84.5293147563937 75.380829811075 73.3473724127 223.143339157012
"V82" -1.13208065095 -48.2571229868 342.48998355875 396.374715805063 467.310081481938 462.358386993437 347.343300819438 189.429388522994 181.099814351467 142.592292308825 84.5293147563937 75.380829811075 73.3473724127 223.143339157012
"V83" -1.13208065095 -48.2474709869 343.16982173925 396.782333374062 458.152341842563 455.502649307187 346.478347778375 185.716079711938 181.69299112964 145.3733959199 84.9302647114125 74.3112351894062 74.48219692705 221.796726465219
"V84" -1.13208065095 -48.237818987 343.16982173925 396.782333374062 458.152341842563 455.502649307187 346.478347778375 185.716079711938 181.69299112964 145.3733959199 84.9302647114125 74.3112351894062 74.48219692705 221.796726465219
"V85" -1.13208065095 -48.2281669871 343.16982173925 396.782333374062 458.152341842563 455.502649307187 346.478347778375 185.716079711938 181.69299112964 145.3733959199 84.9302647114125 74.3112351894062 74.48219692705 221.796726465219
"V86" -1.14173265085 -48.4791189845 327.527317047125 390.095659255938 440.53800582875 491.514999389687 359.659591674875 190.962908267931 173.455699666327 134.329723835012 84.0460064410688 72.3711383343188 63.4804074764062 215.617217063856
"V87" -1.14173265085 -48.4694669846 327.527317047125 390.095659255938 440.53800582875 491.514999389687 359.659591674875 190.962908267931 173.455699666327 134.329723835012 84.0460064410688 72.3711383343188 63.4804074764062 215.617217063856
"V88" -1.14173265085 -48.4598149847 327.527317047125 390.095659255938 440.53800582875 491.514999389687 359.659591674875 190.962908267931 173.455699666327 134.329723835012 84.0460064410688 72.3711383343188 63.4804074764062 215.617217063856
"V89" -1.14173265085 -48.4501629848 327.527317047125 390.095659255938 440.53800582875 491.514999389687 359.659591674875 190.962908267931 173.455699666327 134.329723835012 84.0460064410688 72.3711383343188 63.4804074764062 215.617217063856
"V90" -1.14173265085 -48.4405109849 331.88488006575 384.095978736875 446.72477722175 484.75984001175 355.26496887225 191.1280021667 174.334236653767 136.882332801906 78.365180492425 74.8496634959812 67.6515951157063 230.0249581338
"V91" -1.14173265085 -48.430858985 331.88488006575 384.095978736875 446.72477722175 484.75984001175 355.26496887225 191.1280021667 174.334236653767 136.882332801906 78.365180492425 74.8496634959812 67.6515951157063 230.0249581338
"V92" -1.14173265085 -48.4212069851 331.88488006575 384.095978736875 446.72477722175 484.75984001175 355.26496887225 191.1280021667 174.334236653767 136.882332801906 78.365180492425 74.8496634959812 67.6515951157063 230.0249581338
"V93" -1.14173265085 -48.4115549852 331.88488006575 384.095978736875 446.72477722175 484.75984001175 355.26496887225 191.1280021667 174.334236653767 136.882332801906 78.365180492425 74.8496634959812 67.6515951157063 230.0249581338
"V94" -1.14173265085 -48.4019029853 331.88488006575 384.095978736875 446.72477722175 484.75984001175 355.26496887225 191.1280021667 174.334236653767 136.882332801906 78.365180492425 74.8496634959812 67.6515951157063 230.0249581338
"V95" -1.14173265085 -48.3922509854 328.804540634188 381.642400741625 434.547418594375 478.806663513125 354.073176384 186.066875457781 174.235000864693 138.382017135631 78.3297703266375 72.5719713568875 65.0568655729375 222.866007328113
"V96" -1.14173265085 -48.3825989855 328.804540634188 381.642400741625 434.547418594375 478.806663513125 354.073176384 186.066875457781 174.235000864693 138.382017135631 78.3297703266375 72.5719713568875 65.0568655729375 222.866007328113
"V97" -1.14173265085 -48.3729469856 328.804540634188 381.642400741625 434.547418594375 478.806663513125 354.073176384 186.066875457781 174.235000864693 138.382017135631 78.3297703266375 72.5719713568875 65.0568655729375 222.866007328113
"V98" -1.14173265085 -48.3632949857 328.804540634188 381.642400741625 434.547418594375 478.806663513125 354.073176384 186.066875457781 174.235000864693 138.382017135631 78.3297703266375 72.5719713568875 65.0568655729375 222.866007328113
"V99" -1.14173265085 -48.3536429858 328.804540634188 381.642400741625 434.547418594375 478.806663513125 354.073176384 186.066875457781 174.235000864693 138.382017135631 78.3297703266375 72.5719713568875 65.0568655729375 222.866007328113
"V100" -1.14173265085 -48.3439909859 340.19902610775 389.855724334813 455.608133316062 468.054542541438 345.666170120313 185.591108799075 175.158648172947 139.210411548544 82.209718704225 74.8528650999063 69.348599553075 227.023631811081
"V101" -1.14173265085 -48.334338986 340.19902610775 389.855724334813 455.608133316062 468.054542541438 345.666170120313 185.591108799075 175.158648172947 139.210411548544 82.209718704225 74.8528650999063 69.348599553075 227.023631811081
"V102" -1.14173265085 -48.3246869861 340.19902610775 389.855724334813 455.608133316062 468.054542541438 345.666170120313 185.591108799075 175.158648172947 139.210411548544 82.209718704225 74.8528650999063 69.348599553075 227.023631811081
"V103" -1.14173265085 -48.3150349862 340.19902610775 389.855724334813 455.608133316062 468.054542541438 345.666170120313 185.591108799075 175.158648172947 139.210411548544 82.209718704225 74.8528650999063 69.348599553075 227.023631811081
"V104" -1.14173265085 -48.3053829863 340.19902610775 389.855724334813 455.608133316062 468.054542541438 345.666170120313 185.591108799075 175.158648172947 139.210411548544 82.209718704225 74.8528650999063 69.348599553075 227.023631811081
"V105" -1.14173265085 -48.2957309864 342.48998355875 396.374715805063 467.310081481938 462.358386993437 347.343300819438 189.429388522994 181.099814351467 142.592292308825 84.5293147563937 75.380829811075 73.3473724127 223.143339157012
"V106" -1.14173265085 -48.2860789865 342.48998355875 396.374715805063 467.310081481938 462.358386993437 347.343300819438 189.429388522994 181.099814351467 142.592292308825 84.5293147563937 75.380829811075 73.3473724127 223.143339157012
"V107" -1.14173265085 -48.2764269866 342.48998355875 396.374715805063 467.310081481938 462.358386993437 347.343300819438 189.429388522994 181.099814351467 142.592292308825 84.5293147563937 75.380829811075 73.3473724127 223.143339157012
"V108" -1.14173265085 -48.2667749867 342.48998355875 396.374715805063 467.310081481938 462.358386993437 347.343300819438 189.429388522994 181.099814351467 142.592292308825 84.5293147563937 75.380829811075 73.3473724127 223.143339157012
"V109" -1.14173265085 -48.2571229868 342.48998355875 396.374715805063 467.310081481938 462.358386993437 347.343300819438 189.429388522994 181.099814351467 142.592292308825 84.5293147563937 75.380829811075 73.3473724127 223.143339157012
"V110" -1.14173265085 -48.2474709869 343.16982173925 396.782333374062 458.152341842563 455.502649307187 346.478347778375 185.716079711938 181.69299112964 145.3733959199 84.9302647114125 74.3112351894062 74.48219692705 221.796726465219
"V111" -1.14173265085 -48.237818987 343.16982173925 396.782333374062 458.152341842563 455.502649307187 346.478347778375 185.716079711938 181.69299112964 145.3733959199 84.9302647114125 74.3112351894062 74.48219692705 221.796726465219
"V112" -1.14173265085 -48.2281669871 343.16982173925 396.782333374062 458.152341842563 455.502649307187 346.478347778375 185.716079711938 181.69299112964 145.3733959199 84.9302647114125 74.3112351894062 74.48219692705 221.796726465219
"V113" -1.14173265085 -48.2185149872 343.16982173925 396.782333374062 458.152341842563 455.502649307187 346.478347778375 185.716079711938 181.69299112964 145.3733959199 84.9302647114125 74.3112351894062 74.48219692705 221.796726465219
"V114" -1.15138465075 -48.4887709844 324.362660408 377.6920051575 424.87234497075 469.660892486562 354.724767684937 187.421909809162 168.079985046433 135.742451190869 88.7625586986875 77.3101186752 67.1726390123813 217.382831811963
"V115" -1.15138465075 -48.4791189845 324.362660408 377.6920051575 424.87234497075 469.660892486562 354.724767684937 187.421909809162 168.079985046433 135.742451190869 88.7625586986875 77.3101186752 67.1726390123813 217.382831811963
"V116" -1.15138465075 -48.4694669846 324.362660408 377.6920051575 424.87234497075 469.660892486562 354.724767684937 187.421909809162 168.079985046433 135.742451190869 88.7625586986875 77.3101186752 67.1726390123813 217.382831811963
"V117" -1.15138465075 -48.4598149847 324.362660408 377.6920051575 424.87234497075 469.660892486562 354.724767684937 187.421909809162 168.079985046433 135.742451190869 88.7625586986875 77.3101186752 67.1726390123813 217.382831811963
"V118" -1.15138465075 -48.4501629848 324.362660408 377.6920051575 424.87234497075 469.660892486562 354.724767684937 187.421909809162 168.079985046433 135.742451190869 88.7625586986875 77.3101186752 67.1726390123813 217.382831811963
"V119" -1.15138465075 -48.4405109849 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V120" -1.15138465075 -48.430858985 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V121" -1.15138465075 -48.4212069851 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V122" -1.15138465075 -48.4115549852 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V123" -1.15138465075 -48.4019029853 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V124" -1.15138465075 -48.3922509854 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V125" -1.15138465075 -48.3825989855 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V126" -1.15138465075 -48.3729469856 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V127" -1.15138465075 -48.3632949857 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V128" -1.15138465075 -48.3536429858 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V129" -1.15138465075 -48.3439909859 340.937817573562 374.838709831125 444.8983421325 451.759693145812 347.102291107 184.3947849275 173.623278299987 137.451125144944 85.6870088576938 77.8976180553437 74.4475438594187 230.066909313237
"V130" -1.15138465075 -48.334338986 340.937817573562 374.838709831125 444.8983421325 451.759693145812 347.102291107 184.3947849275 173.623278299987 137.451125144944 85.6870088576938 77.8976180553437 74.4475438594187 230.066909313237
"V131" -1.15138465075 -48.3246869861 340.937817573562 374.838709831125 444.8983421325 451.759693145812 347.102291107 184.3947849275 173.623278299987 137.451125144944 85.6870088576938 77.8976180553437 74.4475438594187 230.066909313237
