"x" "y" "jan" "fev" "mar" "abr" "mai" "jun" "jul" "ago" "set" "out" "nov" "dez"
"V214" -1.18034065045 -48.4405109849 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V215" -1.18034065045 -48.430858985 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V216" -1.18034065045 -48.4212069851 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V217" -1.18034065045 -48.4115549852 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V218" -1.18034065045 -48.4019029853 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V219" -1.18034065045 -48.3922509854 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V220" -1.18034065045 -48.3825989855 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V221" -1.18034065045 -48.3729469856 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V222" -1.18034065045 -48.3632949857 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V223" -1.18034065045 -48.3536429858 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V224" -1.18034065045 -48.3439909859 340.937817573562 374.838709831125 444.8983421325 451.759693145812 347.102291107 184.3947849275 173.623278299987 137.451125144944 85.6870088576938 77.8976180553437 74.4475438594187 230.066909313237
"V225" -1.18034065045 -48.334338986 340.937817573562 374.838709831125 444.8983421325 451.759693145812 347.102291107 184.3947849275 173.623278299987 137.451125144944 85.6870088576938 77.8976180553437 74.4475438594187 230.066909313237
"V226" -1.18034065045 -48.3246869861 340.937817573562 374.838709831125 444.8983421325 451.759693145812 347.102291107 184.3947849275 173.623278299987 137.451125144944 85.6870088576938 77.8976180553437 74.4475438594187 230.066909313237
"V227" -1.18034065045 -48.3150349862 340.937817573562 374.838709831125 444.8983421325 451.759693145812 347.102291107 184.3947849275 173.623278299987 137.451125144944 85.6870088576938 77.8976180553437 74.4475438594187 230.066909313237
"V228" -1.18034065045 -48.3053829863 340.937817573562 374.838709831125 444.8983421325 451.759693145812 347.102291107 184.3947849275 173.623278299987 137.451125144944 85.6870088576938 77.8976180553437 74.4475438594187 230.066909313237
"V229" -1.18034065045 -48.2957309864 342.048200607187 383.9972724915 457.365114212 445.86409187325 347.670290947 186.279825687506 177.357892862947 141.093343257956 87.98941540715 79.50227117535 78.0923622847 225.843440294212
"V230" -1.18034065045 -48.2860789865 342.048200607187 383.9972724915 457.365114212 445.86409187325 347.670290947 186.279825687506 177.357892862947 141.093343257956 87.98941540715 79.50227117535 78.0923622847 225.843440294212
"V231" -1.18034065045 -48.2764269866 342.048200607187 383.9972724915 457.365114212 445.86409187325 347.670290947 186.279825687506 177.357892862947 141.093343257956 87.98941540715 79.50227117535 78.0923622847 225.843440294212
"V232" -1.18034065045 -48.2667749867 342.048200607187 383.9972724915 457.365114212 445.86409187325 347.670290947 186.279825687506 177.357892862947 141.093343257956 87.98941540715 79.50227117535 78.0923622847 225.843440294212
"V233" -1.18034065045 -48.2571229868 342.048200607187 383.9972724915 457.365114212 445.86409187325 347.670290947 186.279825687506 177.357892862947 141.093343257956 87.98941540715 79.50227117535 78.0923622847 225.843440294212
"V234" -1.18034065045 -48.2474709869 343.910045623812 383.747228622375 442.793308258062 441.371551513563 345.622663497937 184.054281711613 177.058037821533 141.82162666325 86.2892551422187 78.0312806963875 78.0162965059438 223.226318120981
"V235" -1.18034065045 -48.237818987 343.910045623812 383.747228622375 442.793308258062 441.371551513563 345.622663497937 184.054281711613 177.058037821533 141.82162666325 86.2892551422187 78.0312806963875 78.0162965059438 223.226318120981
"V236" -1.18034065045 -48.2281669871 343.910045623812 383.747228622375 442.793308258062 441.371551513563 345.622663497937 184.054281711613 177.058037821533 141.82162666325 86.2892551422187 78.0312806963875 78.0162965059438 223.226318120981
"V237" -1.18034065045 -48.2185149872 343.910045623812 383.747228622375 442.793308258062 441.371551513563 345.622663497937 184.054281711613 177.058037821533 141.82162666325 86.2892551422187 78.0312806963875 78.0162965059438 223.226318120981
"V238" -1.18034065045 -48.2088629873 343.910045623812 383.747228622375 442.793308258062 441.371551513563 345.622663497937 184.054281711613 177.058037821533 141.82162666325 86.2892551422187 78.0312806963875 78.0162965059438 223.226318120981
"V239" -1.18034065045 -48.1992109874 347.910951614437 423.940240860125 449.3397979735 437.628995895437 349.263901710437 186.327796936056 181.728541056287 140.332900047231 87.7255170345625 81.2075240611856 79.9397698641562 222.879102229956
"V240" -1.18034065045 -48.1895589875 347.910951614437 423.940240860125 449.3397979735 437.628995895437 349.263901710437 186.327796936056 181.728541056287 140.332900047231 87.7255170345625 81.2075240611856 79.9397698641562 222.879102229956
"V241" -1.18034065045 -48.1799069876 347.910951614437 423.940240860125 449.3397979735 437.628995895437 349.263901710437 186.327796936056 181.728541056287 140.332900047231 87.7255170345625 81.2075240611856 79.9397698641562 222.879102229956
"V242" -1.18034065045 -48.1702549877 347.910951614437 423.940240860125 449.3397979735 437.628995895437 349.263901710437 186.327796936056 181.728541056287 140.332900047231 87.7255170345625 81.2075240611856 79.9397698641562 222.879102229956
"V243" -1.18034065045 -48.1606029878 347.910951614437 423.940240860125 449.3397979735 437.628995895437 349.263901710437 186.327796936056 181.728541056287 140.332900047231 87.7255170345625 81.2075240611856 79.9397698641562 222.879102229956
"V244" -1.18034065045 -48.1509509879 347.910951614437 423.940240860125 449.3397979735 437.628995895437 349.263901710437 186.327796936056 181.728541056287 140.332900047231 87.7255170345625 81.2075240611856 79.9397698641562 222.879102229956
"V245" -1.18999265035 -48.4405109849 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V246" -1.18999265035 -48.430858985 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V247" -1.18999265035 -48.4212069851 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V248" -1.18999265035 -48.4115549852 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V249" -1.18999265035 -48.4019029853 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V250" -1.18999265035 -48.3922509854 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V251" -1.18999265035 -48.3825989855 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V252" -1.18999265035 -48.3729469856 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V253" -1.18999265035 -48.3632949857 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V254" -1.18999265035 -48.3536429858 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V255" -1.18999265035 -48.3439909859 340.937817573562 374.838709831125 444.8983421325 451.759693145812 347.102291107 184.3947849275 173.623278299987 137.451125144944 85.6870088576938 77.8976180553437 74.4475438594187 230.066909313237
"V256" -1.18999265035 -48.334338986 340.937817573562 374.838709831125 444.8983421325 451.759693145812 347.102291107 184.3947849275 173.623278299987 137.451125144944 85.6870088576938 77.8976180553437 74.4475438594187 230.066909313237
"V257" -1.18999265035 -48.3246869861 340.937817573562 374.838709831125 444.8983421325 451.759693145812 347.102291107 184.3947849275 173.623278299987 137.451125144944 85.6870088576938 77.8976180553437 74.4475438594187 230.066909313237
"V258" -1.18999265035 -48.3150349862 340.937817573562 374.838709831125 444.8983421325 451.759693145812 347.102291107 184.3947849275 173.623278299987 137.451125144944 85.6870088576938 77.8976180553437 74.4475438594187 230.066909313237
"V259" -1.18999265035 -48.3053829863 340.937817573562 374.838709831125 444.8983421325 451.759693145812 347.102291107 184.3947849275 173.623278299987 137.451125144944 85.6870088576938 77.8976180553437 74.4475438594187 230.066909313237
"V260" -1.18999265035 -48.2957309864 342.048200607187 383.9972724915 457.365114212 445.86409187325 347.670290947 186.279825687506 177.357892862947 141.093343257956 87.98941540715 79.50227117535 78.0923622847 225.843440294212
"V261" -1.18999265035 -48.2860789865 342.048200607187 383.9972724915 457.365114212 445.86409187325 347.670290947 186.279825687506 177.357892862947 141.093343257956 87.98941540715 79.50227117535 78.0923622847 225.843440294212
"V262" -1.18999265035 -48.2764269866 342.048200607187 383.9972724915 457.365114212 445.86409187325 347.670290947 186.279825687506 177.357892862947 141.093343257956 87.98941540715 79.50227117535 78.0923622847 225.843440294212
"V263" -1.18999265035 -48.2667749867 342.048200607187 383.9972724915 457.365114212 445.86409187325 347.670290947 186.279825687506 177.357892862947 141.093343257956 87.98941540715 79.50227117535 78.0923622847 225.843440294212
"V264" -1.18999265035 -48.2571229868 342.048200607187 383.9972724915 457.365114212 445.86409187325 347.670290947 186.279825687506 177.357892862947 141.093343257956 87.98941540715 79.50227117535 78.0923622847 225.843440294212
"V265" -1.18999265035 -48.2474709869 343.910045623812 383.747228622375 442.793308258062 441.371551513563 345.622663497937 184.054281711613 177.058037821533 141.82162666325 86.2892551422187 78.0312806963875 78.0162965059438 223.226318120981
"V266" -1.18999265035 -48.237818987 343.910045623812 383.747228622375 442.793308258062 441.371551513563 345.622663497937 184.054281711613 177.058037821533 141.82162666325 86.2892551422187 78.0312806963875 78.0162965059438 223.226318120981
"V267" -1.18999265035 -48.2281669871 343.910045623812 383.747228622375 442.793308258062 441.371551513563 345.622663497937 184.054281711613 177.058037821533 141.82162666325 86.2892551422187 78.0312806963875 78.0162965059438 223.226318120981
"V268" -1.18999265035 -48.2185149872 343.910045623812 383.747228622375 442.793308258062 441.371551513563 345.622663497937 184.054281711613 177.058037821533 141.82162666325 86.2892551422187 78.0312806963875 78.0162965059438 223.226318120981
"V269" -1.18999265035 -48.2088629873 343.910045623812 383.747228622375 442.793308258062 441.371551513563 345.622663497937 184.054281711613 177.058037821533 141.82162666325 86.2892551422187 78.0312806963875 78.0162965059438 223.226318120981
"V270" -1.18999265035 -48.1992109874 347.910951614437 423.940240860125 449.3397979735 437.628995895437 349.263901710437 186.327796936056 181.728541056287 140.332900047231 87.7255170345625 81.2075240611856 79.9397698641562 222.879102229956
"V271" -1.18999265035 -48.1895589875 347.910951614437 423.940240860125 449.3397979735 437.628995895437 349.263901710437 186.327796936056 181.728541056287 140.332900047231 87.7255170345625 81.2075240611856 79.9397698641562 222.879102229956
"V272" -1.18999265035 -48.1799069876 347.910951614437 423.940240860125 449.3397979735 437.628995895437 349.263901710437 186.327796936056 181.728541056287 140.332900047231 87.7255170345625 81.2075240611856 79.9397698641562 222.879102229956
"V273" -1.18999265035 -48.1702549877 347.910951614437 423.940240860125 449.3397979735 437.628995895437 349.263901710437 186.327796936056 181.728541056287 140.332900047231 87.7255170345625 81.2075240611856 79.9397698641562 222.879102229956
"V274" -1.18999265035 -48.1606029878 347.910951614437 423.940240860125 449.3397979735 437.628995895437 349.263901710437 186.327796936056 181.728541056287 140.332900047231 87.7255170345625 81.2075240611856 79.9397698641562 222.879102229956
"V275" -1.18999265035 -48.1509509879 347.910951614437 423.940240860125 449.3397979735 437.628995895437 349.263901710437 186.327796936056 181.728541056287 140.332900047231 87.7255170345625 81.2075240611856 79.9397698641562 222.879102229956
"V276" -1.19964465025 -48.5466829838 318.306033134562 366.003570556687 403.31686973575 477.343658447313 349.98179340375 187.643951416088 165.559936523507 129.631500720919 81.9040088653375 72.929843187325 64.5306686162938 203.8037865162
"V277" -1.19964465025 -48.4405109849 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V278" -1.19964465025 -48.430858985 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V279" -1.19964465025 -48.4212069851 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V280" -1.19964465025 -48.4115549852 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V281" -1.19964465025 -48.4019029853 334.833122253375 372.6119766235 433.374238967938 463.264915466375 351.922017097438 185.728101253425 169.344115193647 138.454140663213 82.3216156959625 78.6064720153438 71.0352258682375 231.679539203637
"V282" -1.19964465025 -48.3922509854 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V283" -1.19964465025 -48.3825989855 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V284" -1.19964465025 -48.3729469856 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V285" -1.19964465025 -48.3632949857 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V286" -1.19964465025 -48.3536429858 326.020223617625 366.235410690375 423.835571289 460.690107345563 351.70410537725 183.474054336531 170.606567891407 137.599295616106 82.512128829975 76.4955585003437 69.8123929500812 225.472185611775
"V287" -1.19964465025 -48.3439909859 340.937817573562 374.838709831125 444.8983421325 451.759693145812 347.102291107 184.3947849275 173.623278299987 137.451125144944 85.6870088576938 77.8976180553437 74.4475438594187 230.066909313237
"V288" -1.19964465025 -48.334338986 340.937817573562 374.838709831125 444.8983421325 451.759693145812 347.102291107 184.3947849275 173.623278299987 137.451125144944 85.6870088576938 77.8976180553437 74.4475438594187 230.066909313237
"V289" -1.19964465025 -48.3246869861 340.937817573562 374.838709831125 444.8983421325 451.759693145812 347.102291107 184.3947849275 173.623278299987 137.451125144944 85.6870088576938 77.8976180553437 74.4475438594187 230.066909313237
"V290" -1.19964465025 -48.3150349862 340.937817573562 374.838709831125 444.8983421325 451.759693145812 347.102291107 184.3947849275 173.623278299987 137.451125144944 85.6870088576938 77.8976180553437 74.4475438594187 230.066909313237
"V291" -1.19964465025 -48.3053829863 340.937817573562 374.838709831125 444.8983421325 451.759693145812 347.102291107 184.3947849275 173.623278299987 137.451125144944 85.6870088576938 77.8976180553437 74.4475438594187 230.066909313237
"V292" -1.19964465025 -48.2957309864 342.048200607187 383.9972724915 457.365114212 445.86409187325 347.670290947 186.279825687506 177.357892862947 141.093343257956 87.98941540715 79.50227117535 78.0923622847 225.843440294212
"V293" -1.19964465025 -48.2860789865 342.048200607187 383.9972724915 457.365114212 445.86409187325 347.670290947 186.279825687506 177.357892862947 141.093343257956 87.98941540715 79.50227117535 78.0923622847 225.843440294212
"V294" -1.19964465025 -48.2764269866 342.048200607187 383.9972724915 457.365114212 445.86409187325 347.670290947 186.279825687506 177.357892862947 141.093343257956 87.98941540715 79.50227117535 78.0923622847 225.843440294212
"V295" -1.19964465025 -48.2667749867 342.048200607187 383.9972724915 457.365114212 445.86409187325 347.670290947 186.279825687506 177.357892862947 141.093343257956 87.98941540715 79.50227117535 78.0923622847 225.843440294212
"V296" -1.19964465025 -48.2571229868 342.048200607187 383.9972724915 457.365114212 445.86409187325 347.670290947 186.279825687506 177.357892862947 141.093343257956 87.98941540715 79.50227117535 78.0923622847 225.843440294212
"V297" -1.19964465025 -48.2474709869 343.910045623812 383.747228622375 442.793308258062 441.371551513563 345.622663497937 184.054281711613 177.058037821533 141.82162666325 86.2892551422187 78.0312806963875 78.0162965059438 223.226318120981
"V298" -1.19964465025 -48.237818987 343.910045623812 383.747228622375 442.793308258062 441.371551513563 345.622663497937 184.054281711613 177.058037821533 141.82162666325 86.2892551422187 78.0312806963875 78.0162965059438 223.226318120981
"V299" -1.19964465025 -48.2281669871 343.910045623812 383.747228622375 442.793308258062 441.371551513563 345.622663497937 184.054281711613 177.058037821533 141.82162666325 86.2892551422187 78.0312806963875 78.0162965059438 223.226318120981
"V300" -1.19964465025 -48.2185149872 343.910045623812 383.747228622375 442.793308258062 441.371551513563 345.622663497937 184.054281711613 177.058037821533 141.82162666325 86.2892551422187 78.0312806963875 78.0162965059438 223.226318120981
"V301" -1.19964465025 -48.2088629873 343.910045623812 383.747228622375 442.793308258062 441.371551513563 345.622663497937 184.054281711613 177.058037821533 141.82162666325 86.2892551422187 78.0312806963875 78.0162965059438 223.226318120981
"V302" -1.19964465025 -48.1992109874 347.910951614437 423.940240860125 449.3397979735 437.628995895437 349.263901710437 186.327796936056 181.728541056287 140.332900047231 87.7255170345625 81.2075240611856 79.9397698641562 222.879102229956
"V303" -1.19964465025 -48.1895589875 347.910951614437 423.940240860125 449.3397979735 437.628995895437 349.263901710437 186.327796936056 181.728541056287 140.332900047231 87.7255170345625 81.2075240611856 79.9397698641562 222.879102229956
"V304" -1.19964465025 -48.1799069876 347.910951614437 423.940240860125 449.3397979735 437.628995895437 349.263901710437 186.327796936056 181.728541056287 140.332900047231 87.7255170345625 81.2075240611856 79.9397698641562 222.879102229956
"V305" -1.19964465025 -48.1702549877 347.910951614437 423.940240860125 449.3397979735 437.628995895437 349.263901710437 186.327796936056 181.728541056287 140.332900047231 87.7255170345625 81.2075240611856 79.9397698641562 222.879102229956
"V306" -1.19964465025 -48.1606029878 347.910951614437 423.940240860125 449.3397979735 437.628995895437 349.263901710437 186.327796936056 181.728541056287 140.332900047231 87.7255170345625 81.2075240611856 79.9397698641562 222.879102229956
"V307" -1.19964465025 -48.1509509879 347.910951614437 423.940240860125 449.3397979735 437.628995895437 349.263901710437 186.327796936056 181.728541056287 140.332900047231 87.7255170345625 81.2075240611856 79.9397698641562 222.879102229956
"V308" -1.19964465025 -48.141298988 349.080000877375 427.04498291025 445.118213653563 440.805934906 343.269429206813 184.931760311144 180.2039464315 137.162081241644 79.4433364867687 79.3276326060506 76.9556725025625 212.750727176762
"V309" -1.20929665015 -48.5563349837 265.063522338813 316.948665618938 424.639074325562 443.620210647562 290.776992797813 251.888624191375 150.202173614533 115.348728656731 56.294444084175 43.2783533334688 56.0715140104437 181.078426599356
"V310" -1.20929665015 -48.5466829838 317.761945724313 365.36166286475 421.1803245545 459.064493179312 335.828815460188 182.424650669188 166.236543528307 134.181069851031 91.4723644256437 80.0544763803 69.4859682322188 215.395071983381
"V311" -1.20929665015 -48.527378984 317.761945724313 365.36166286475 421.1803245545 459.064493179312 335.828815460188 182.424650669188 166.236543528307 134.181069851031 91.4723644256437 80.0544763803 69.4859682322188 215.395071983381
"V312" -1.20929665015 -48.4405109849 343.233767509562 367.041456222562 450.4741039275 446.378091812063 338.472861289937 179.703754425056 168.192217000387 141.419967651338 94.7174801826562 90.4375448227563 80.28375625615 236.399617910431
"V313" -1.20929665015 -48.430858985 343.233767509562 367.041456222562 450.4741039275 446.378091812063 338.472861289937 179.703754425056 168.192217000387 141.419967651338 94.7174801826562 90.4375448227563 80.28375625615 236.399617910431
"V314" -1.20929665015 -48.4212069851 343.233767509562 367.041456222562 450.4741039275 446.378091812063 338.472861289937 179.703754425056 168.192217000387 141.419967651338 94.7174801826562 90.4375448227563 80.28375625615 236.399617910431
"V315" -1.20929665015 -48.4115549852 343.233767509562 367.041456222562 450.4741039275 446.378091812063 338.472861289937 179.703754425056 168.192217000387 141.419967651338 94.7174801826562 90.4375448227563 80.28375625615 236.399617910431
"V316" -1.20929665015 -48.4019029853 343.233767509562 367.041456222562 450.4741039275 446.378091812063 338.472861289937 179.703754425056 168.192217000387 141.419967651338 94.7174801826562 90.4375448227563 80.28375625615 236.399617910431
"V317" -1.20929665015 -48.3922509854 338.224639892625 363.409771919313 442.831916809 444.828104019187 340.215517044125 179.311520099619 170.723213704493 139.767556190481 94.9068763256438 87.013223648025 79.7224094868187 231.768685102469
"V318" -1.20929665015 -48.3825989855 338.224639892625 363.409771919313 442.831916809 444.828104019187 340.215517044125 179.311520099619 170.723213704493 139.767556190481 94.9068763256438 87.013223648025 79.7224094868187 231.768685102469
"V319" -1.20929665015 -48.3729469856 338.224639892625 363.409771919313 442.831916809 444.828104019187 340.215517044125 179.311520099619 170.723213704493 139.767556190481 94.9068763256438 87.013223648025 79.7224094868187 231.768685102469
"V320" -1.20929665015 -48.3632949857 338.224639892625 363.409771919313 442.831916809 444.828104019187 340.215517044125 179.311520099619 170.723213704493 139.767556190481 94.9068763256438 87.013223648025 79.7224094868187 231.768685102469
"V321" -1.20929665015 -48.3536429858 338.224639892625 363.409771919313 442.831916809 444.828104019187 340.215517044125 179.311520099619 170.723213704493 139.767556190481 94.9068763256438 87.013223648025 79.7224094868187 231.768685102469
"V322" -1.20929665015 -48.3439909859 347.658496856688 382.042731285 451.655500411938 431.494979858312 334.6270599365 180.4376688003 173.994837443133 142.0625109673 95.8982839585313 84.9152444601312 81.1386408805375 240.10601353645
"V323" -1.20929665015 -48.334338986 347.658496856688 382.042731285 451.655500411938 431.494979858312 334.6270599365 180.4376688003 173.994837443133 142.0625109673 95.8982839585313 84.9152444601312 81.1386408805375 240.10601353645
"V324" -1.20929665015 -48.3246869861 347.658496856688 382.042731285 451.655500411938 431.494979858312 334.6270599365 180.4376688003 173.994837443133 142.0625109673 95.8982839585313 84.9152444601312 81.1386408805375 240.10601353645
"V325" -1.20929665015 -48.3150349862 347.658496856688 382.042731285 451.655500411938 431.494979858312 334.6270599365 180.4376688003 173.994837443133 142.0625109673 95.8982839585313 84.9152444601312 81.1386408805375 240.10601353645
"V326" -1.20929665015 -48.3053829863 347.658496856688 382.042731285 451.655500411938 431.494979858312 334.6270599365 180.4376688003 173.994837443133 142.0625109673 95.8982839585313 84.9152444601312 81.1386408805375 240.10601353645
"V327" -1.20929665015 -48.2957309864 357.17727565775 393.084850311312 463.902200698875 426.464908599937 335.804509162875 182.233510494269 176.138203430247 141.779523372675 93.1622195244 84.1920839548562 84.9981024264875 232.770414113975
"V328" -1.20929665015 -48.2860789865 357.17727565775 393.084850311312 463.902200698875 426.464908599937 335.804509162875 182.233510494269 176.138203430247 141.779523372675 93.1622195244 84.1920839548562 84.9981024264875 232.770414113975
"V329" -1.20929665015 -48.2764269866 357.17727565775 393.084850311312 463.902200698875 426.464908599937 335.804509162875 182.233510494269 176.138203430247 141.779523372675 93.1622195244 84.1920839548562 84.9981024264875 232.770414113975
"V330" -1.20929665015 -48.2667749867 357.17727565775 393.084850311312 463.902200698875 426.464908599937 335.804509162875 182.233510494269 176.138203430247 141.779523372675 93.1622195244 84.1920839548562 84.9981024264875 232.770414113975
"V331" -1.20929665015 -48.2571229868 357.17727565775 393.084850311312 463.902200698875 426.464908599937 335.804509162875 182.233510494269 176.138203430247 141.779523372675 93.1622195244 84.1920839548562 84.9981024264875 232.770414113975
"V332" -1.20929665015 -48.2474709869 357.27510833725 388.450395584063 454.025232315125 422.641830444313 334.60246658325 184.049268245675 177.8216639201 142.6300330162 90.5401608943875 82.5611693858812 84.761489510625 230.745964527162
"V333" -1.20929665015 -48.237818987 357.27510833725 388.450395584063 454.025232315125 422.641830444313 334.60246658325 184.049268245675 177.8216639201 142.6300330162 90.5401608943875 82.5611693858812 84.761489510625 230.745964527162
"V334" -1.20929665015 -48.2281669871 357.27510833725 388.450395584063 454.025232315125 422.641830444313 334.60246658325 184.049268245675 177.8216639201 142.6300330162 90.5401608943875 82.5611693858812 84.761489510625 230.745964527162
"V335" -1.20929665015 -48.2185149872 357.27510833725 388.450395584063 454.025232315125 422.641830444313 334.60246658325 184.049268245675 177.8216639201 142.6300330162 90.5401608943875 82.5611693858812 84.761489510625 230.745964527162
"V336" -1.20929665015 -48.2088629873 357.27510833725 388.450395584063 454.025232315125 422.641830444313 334.60246658325 184.049268245675 177.8216639201 142.6300330162 90.5401608943875 82.5611693858812 84.761489510625 230.745964527162
"V337" -1.20929665015 -48.1992109874 357.36286926275 404.009584426938 435.526597976625 418.233537673938 332.659917831437 186.885238647481 181.871794636953 147.919622898106 93.4476845264375 88.3863856196125 86.77797722815 232.023193836056
"V338" -1.20929665015 -48.1895589875 357.36286926275 404.009584426938 435.526597976625 418.233537673938 332.659917831437 186.885238647481 181.871794636953 147.919622898106 93.4476845264375 88.3863856196125 86.77797722815 232.023193836056
"V339" -1.20929665015 -48.1799069876 357.36286926275 404.009584426938 435.526597976625 418.233537673938 332.659917831437 186.885238647481 181.871794636953 147.919622898106 93.4476845264375 88.3863856196125 86.77797722815 232.023193836056
"V340" -1.20929665015 -48.1702549877 357.36286926275 404.009584426938 435.526597976625 418.233537673938 332.659917831437 186.885238647481 181.871794636953 147.919622898106 93.4476845264375 88.3863856196125 86.77797722815 232.023193836056
"V341" -1.20929665015 -48.1606029878 357.36286926275 404.009584426938 435.526597976625 418.233537673938 332.659917831437 186.885238647481 181.871794636953 147.919622898106 93.4476845264375 88.3863856196125 86.77797722815 232.023193836056
"V342" -1.21894865005 -48.5659869836 265.063522338813 316.948665618938 424.639074325562 443.620210647562 290.776992797813 251.888624191375 150.202173614533 115.348728656731 56.294444084175 43.2783533334688 56.0715140104437 181.078426599356
"V343" -1.21894865005 -48.4405109849 343.233767509562 367.041456222562 450.4741039275 446.378091812063 338.472861289937 179.703754425056 168.192217000387 141.419967651338 94.7174801826562 90.4375448227563 80.28375625615 236.399617910431
"V344" -1.21894865005 -48.430858985 343.233767509562 367.041456222562 450.4741039275 446.378091812063 338.472861289937 179.703754425056 168.192217000387 141.419967651338 94.7174801826562 90.4375448227563 80.28375625615 236.399617910431
"V345" -1.21894865005 -48.4212069851 343.233767509562 367.041456222562 450.4741039275 446.378091812063 338.472861289937 179.703754425056 168.192217000387 141.419967651338 94.7174801826562 90.4375448227563 80.28375625615 236.399617910431
